titulo,texto
"Calendário JPB vai ao bairro das Indústrias, em Campina Grande-2581660.wav",trabalhadores do Distrito Industrial tem medo de uma lama suja que sai de um esgoto no meio da rua de acordo com eles não é só sujeira não mas misturado talvez tenha produtos químicos o calendário Voltou ao caso Pela terceira vez para saber se a água suja deixou de escorrer pela comunidade esgoto estourado é um problema de saúde pública e quando o esgoto está contaminado com produtos químicos aí a preocupação é maior ainda essa é a situação da Rua Doutor Djalma Herculano Porto no distrito industrial de Campina Grande que nós mostramos recentemente estamos de volta para saber se o problema foi resolvido a gente percebe que em virtude da chuva acumulou muita água aqui na rua mas uma coisa já chama atenção a coloração da água tá bem diferente daquela que a gente mostrou na última vez olha só a água era escura não tô meio azulado agora tá assim diferente parecendo mesmo a água de chuva para os técnicos da Cagepa estamos trabalhando no local e toda aquela água de esgoto no terreno ao lado já diminuiu a satisfação de vezes aqui né pelo menos a gente sabe que tão fazendo trabalho como tava antes a gente ligava ligava mas não tinha solução ficava por isso mesmo era agora de que o problema realmente você já acredito que sim eu acho que agora conclui os funcionários das fábricas ao lado são os mais prejudicados Pois é como a gente mostrou a situação já tá bem melhor em relação a última vez que nós estivermos aqui no local só que o problema de fato ainda não está 100% resolvido a data que a caixa para nos deu a primeira data seria do dia 17 de Maio portanto hoje não tem aquele carimbo Pedro mais ou menos resolvido Então já botaram não resolvido esperar que realmente a situação concluída né Vamos aguardar concluir né para dizer que está concluído mas porém quanto não foi resolvido de imprensa da Cagepa justificou a demora e garantiu concluir o serviço nas próximas 24 horas nós ainda estamos com a equipe lá acreditamos que daqui para sábado vamos ter concluído aquele problema lá lá também durante muitos anos não teve uma manutenção correta no emissário que recebe os esgotamento na lei de toda aquela área que nós vamos fazer agora então eu acredito que depois de sábado a toda aquela ali aquela área ali vai estar bem servidas com relação ao esgotamento sanitário de semana até segunda-feira a gente dá esse prazo para voltar lá já que vai ser esse fim de semana eu vou marcar para segunda gente dia 20 já que ele disse que em 24 horas tá resolvido dia 20 de Maio segunda-feira a gente traz as imagens do distrito industrial para saber se foi Limpo ou não prometido pela casa já tá marcado
Calendário JPB dessa quinta-feita volta ao bairro de Mangabeira e não tem boas notícias-5423763.wav,calendário hoje tá em Mangabeira décima quarta visita de Glock que não mudou nada cada Pedrinha dessa na parede é dinheiro nosso vem verba para reforma do centro da Juventude mas aí a obra parou sem explicação nenhuma até apagaram as informações da placa de data de início data de conclusão simplesmente ficou tudo abandonado E aí seu Noel senhor sabe né o calendário JPB tem compromisso e a gente volta para mostrar quando é feito e para cobrar quando não é feito um negócio desse abandonado que tanto que seria comunidade daqui a juventude agora fica é um carro desse aqui como nós temos aqui um abandono Desci a rua esquisita quando é de noite aqui você não pode passar com suas crianças crianças que vão para o colégio não pode passar nesses 10 dias foram assaltado aqui 7 Celulares deve só vou tomar as providências Quando aconteceu um negócio mais grave as grades das janelas estão retorcidas o que mostra que tenham o que mostra que tem gente Tentando invadir o local desde o dia 25 de outubro que eu peço uma resposta e um representante da prefeitura para estar aqui eu pedir insistentemente seu Noel até mesmo antes de vir para cá porque de última hora ainda servia essa resposta Mas acredite nem sequer uma resposta nós recebemos da prefeitura E já que não veio um representante hoje seu Noel eu queria que o pessoal de casa visse a resposta que o último representante da prefeitura que esteve aqui meu Olha só com uma conversa era bonita só o daí adição já estamos nesse pau Tem a parte burocrática na parte de citações de tudo e assim que já já está na fase de conclusão Para retomar a a obra né com certeza eu acho que aquele mais ou menos uns 4 meses aí com certeza antes disso a obra já vai dar de início né aí também como você mesmo sabe vai ter também contemplada com Ginásio Poliesportivo aqui para comunidade de Mangabeira né ginásio não aconteceu obra não recomeçou e os moradores de Mangabeira não querem mais promessas o carimbo é de não resolvido infelizmente nossa luta ainda vai continuar aqui por muito tempo você não é o que eu sei que o senhor é um homem forte e não desiste muitos moradores já até cansaram dessa luta por que o calendário JPB tá aqui há tanto tempo mas se a gente sabe que tem verba pública aqui se a gente sabe que tem
Calendário JPB - Veja a retrospectiva da obra do Ginásio Padre Hildo Bandeira-2884704.wav,e hoje o dia especial para os moradores da Torre dos Expedicionários e também de tambauzinho foram mais de dois anos de luta por um espaço que pertence a todos o calendário JPB acompanhou A Luta dos moradores da Torre Expedicionários por dois anos e dois meses eles queriam a reabertura do ginásio Padre hildon bandeira que estava em Total abandono daqui não dá a quentura poeira o espaço pertence à arquidiocese da Paraíba ficou três anos sobre administração do Governo do Estado mas o contrato venceu ficaram as dívidas e os estragos na estrutura provocados pela ação do tempo e de vândalos reforma do ginásio para Ildo Bandeira já arquidiocese o governo do estado entraram num acordo e o contrato foi encerrado mas a possibilidade do ginásio ser rei informado e reaberto para comunidade dependeria agora de uma nova parceria em 2012 a prefeitura entrou em negociação com arquidiocese os moradores se animaram mas não houve acordo e o ginásio continuou no abandono a esperança se reacendeu no início deste ano com nova gestão a prefeitura sinalizou que teria o interesse de recomeçar as negociações com arquidiocese e o secretário de esportes pediu um prazo para dar uma resposta da comunidade o calendário JPB acompanhou e deu certo
Calendário JPB foi ao bairro Jardim Veneza; veja problemas-2787726.wav,os moradores do Jardim Veneza Estavam certos e que hoje o problema do esgoto entupido da Rua Manoel do Nascimento estaria resolvido não resolveu já adianta o problema é bem maior do que Todos pensavam mas a Cagepa tá trabalhando e buscando uma solução por enquanto o mau cheiro continua tirando o sossego de quem vive aí na rua eu trouxe o espumante a dona Adélia tá aqui com assassina mas ainda não vai ser dessa vez que a gente vai brindar na Rua Manoel do Nascimento porque o problema do esgoto ainda continua por aqui inclusive nesse momento os homens da Cagepa estão trabalhando para tentar desobstruir e também para esvaziar a caixa de esgoto que nos últimos dias voltou a transbordar não foi isso Dona uns cinco dias sem vazar de novo depois voltou o problema todo que a senhora ficou triste de novo fiquei porque eu já tava tão feliz que a rua estava limpinha sem mau cheiro aí que você tá vendo agora mau cheiro horrível tá ruim se o que a gente observar aqui aqui essa é uma medida paliativa para que os moradores não fique sofrendo com esse mau cheiro essa água suja escorrendo pela rua a casa dela tá vindo aqui esvaziar a caixa mas resolver ainda não mas desde já a gente agradece a boa vontade da Cagepa porque ela tem desempenhado bastante a solucionar o nosso problema mas infelizmente o problema é maior do que o que a gente imaginava que ela fala tem razão porque a gente observa que esse problema é realmente maior ali no início da rua é a gente vê que estão sendo escavações da Cagepa eles estão trabalhando aqui na comunidade mas esse problema é maior de acordo com o engenheiro um dos canos está amassado que está obstruindo a rede de esgoto e eu que está provocando esse problema aqui e em outros pontos do bairro Infelizmente o problema ainda não foi resolvido esse não foi resolvido Dona Adélia Qual o carimbo de hoje não concluído o dedinho para baixo né mas brevemente vai ser o dedinho para cima Então vai carimbo de não resolvido dedinho para baixo eu falei por telefone com o engenheiro responsável por essa obra ele disse que durante os trabalhos foram descobertos mais dois problemas nas tubulações aqui do bairro do Jardim Veneza E aí esses problemas devem ser solucionados em três dias úteis mas eles precisam verificar se só existem mesmo esses dois problemas e aí eles vão precisar de mais um tempo Dona Adélia seria assim para fazer um teste se deu tudo certo mesmo então ele me pediu mais um prazo de 10 dias as úteis para esse problema ser resolvido tudo bem Dona Adélia que eles estão trabalhando e se ele não resolver a gente vai esperar então vamos marcar no calendário né Vamos para o mês de setembro dia 12 dez dias
Calendário JPB vai ao bairro de Santa Rosa-4432792.wav,quem mora perto de terreno baldio ou de canteiros sabe muito bem que vez por outra aparece gente jogando lixo nesses locais e causando muitos transtornos né lá no bairro Santa Rosa as pessoas não aguentam mais mas como vocês estão vendo é muito lixo acumulado até um princípio de incêndio já foi registrado então o calendário JPB tá aqui no bairro de Santa Rosa hoje recebemos mais um chamado da comunidade a gente pode vir aqui olha só tem calçamento tem rede de esgoto mas eu já tô vendo daqui o problema o seu Charles que é morador chamou a gente estou chegando aqui pela primeira vez esse aqui é o problema né seu chato falar aqui com ele tudo bom é esse lixo aqui que tá tirando o sossego de vocês pessoal coloca além de entulho muito lixo é mais usado aí depois queima e a gente que mora nessa região aqui onde o vento fica prejudicado muito comércio aqui pessoal tudo prejudicado com esse com a fumaça e com o mau cheiro bicho morto aí tudo Avenida José Martins de Andrade é uma das principais do bairro de Santa Rosa mas já tá sendo chamada de rua do lixo que prejudica muita gente também a fumaça quando eles que eles tivessem uma maneira de fazer uma pracinha para não colocar mais não porque eu não consegui como era só um pouquinho né a senhora moradora também como é o nome da senhora aqui na esquina Maria Lourdes Maria de Lourdes é difícil para vocês né porque outras pessoas vem jogar e acaba prejudicando todos vocês né gente 12 tudo a gente reclama mas é perdido um pouco vem era tanto lixo que alguém escondido foi lá lá e tocou fogo como Mostra umas imagens gravadas de celular ainda joguei quatro d'água né vir jogar mas ficou pior né não conseguiu apagar né não consegui apagar o fogo aí progrediu fogo aí quando eu vi o corpo de bombeiro eu ia te chamar né meu menino mandou mamãe chama o corpo de bombeiro que ele vem apagar eu disse não vem não porque minha irmã minha irmã disse que só vem coisa grande assim centro de casa prédio firma essas coisas aí quando eu fui ver o corpo do bombeiro que tinha chamado Olha só tô entregando do calendário tá a partir de agora você vai ficar representando aqui a comunidade todos os moradores e eu vou levar o seu pleito pedido do senhor de todos os outros moradores aqui do bairro de Santa Rosa até a secretaria de serviços urbanos para ver a melhor forma de resolver esse problema aqui em definitivo né porque senão você vai chamar o calendário toda semana para hoje somente uma limpeza superficial pedido feito problema mostrado e agora é com a gente em busca da solução quando já estávamos indo embora ora flagramos um morador batendo fogo numa pilha de lixo no mesmo canteiro da rua Ele disse que limpa para evitar que outro lixão se forma no local
Mães fazem fila para conseguir vaga em creche no bairro dos Bancários-5854029.wav,uma bem batalhadora tá nessa vila aqui ó pais mães que desde ontem aguardam atendimento para disputar uma vaga numa creche pública nos bancários aqui na capital a fila contornando quarteirão começou por Elissandra ela chegou no portão do crente ao meio-dia de ontem dormir aqui a gente monta uma tenda é trouxe café e lanche agora de manhã a gente se juntou tudo e vamos esperar espero que a gente consiga porque a gente precisa muito toda essa gente passou a noite aqui querendo garantir uma das 160 vagas abertas no novo centro de referência em educação infantil Arthur antônio Belarmino Ferreira nos bancários logo cedo tinha gente dormindo muito organizado até um café da manhã um grupo formou até um conselho ele estou 160 primeiros que chegaram É lógico Não tá garantido vaga a gente não garantiu isso e isso é que é só questão de organização para quando o pessoal da prefeitura chegasse distribuição as fichas e o pessoal tivesse organizado o anúncio semana passada foi de que as vagas serão preenchidas de acordo com uma triagem mas muitos estavam defendendo a ordem de chegada para esperança é que de fato prevaleça essa questão de ordem de chegada de quem que tá aqui de quem sacrificou de quem chegou desde ontem como nós chegamos de uma hora da tarde de ontem foi só depois bastante chuva durante toda a madrugada lá no fim da fila os últimos já vem além dos 160 primeiros estavam se valendo da triagem triagem ela falou que não podia tá arrumando de gente mas vai ter uma pessoa não é ela diretora que vai escolher no caso o pessoal que de fora né que vem fazer as inscrições da manhã os portões foram abertos que entraram as primeiras 20 pessoas e depois foi de 10 em 10 todos foram se acumulando na área do refeitório para serem chamados uma equipe da Coordenação Municipal de Educação Infantil fez o trabalho de pré-matrícula atendimento e pela ordem de chegada já organizado previamente pela própria comunidade a gente respeita tanto que a gente já começou a receber as pessoas e a gente vai estar atendendo vai estar fazendo aqui em uma ficha de inscrição né quando a gente vai vai vai estar nos permite fazer uma triagem para a gente ver as necessidades né porque a gente aqui está oferecendo turmas de 6 meses a 5 anos e aí a gente vai atender cada pessoa e aí a gente vai ver qual é realmente a necessidade da comunidade todo mundo que chegar mesmo sendo o último da fila até depois da fila vai ser vai ter atendido nessa pré-matrícula estão sendo exigidos certidão de nascimento cartão de vacinação e duas fotos 3 por 4 da criança além também do RG CPF cartão do Nis número de inscrição social dos pais ou responsáveis além do comprovante de residência tudo isso vai para uma triagem e o resultado vai ser informado as famílias por telefone às 8:20 da manhã as primeiras pessoas já tinham sido atendidas lembra da a Elissandra ela saiu aliviada e confiante só vou esperar ela ligar Deus quiser eu creio foi assunto do calendário JPB tempos atrás de toda expectativa para ver o preço funcionando que ele participou da luta com o calendário JPB Agora só quer que as aulas comecem a previsão
"Calendário JPB retorna ao Pedro Gondim, em João Pessoa-2799788.wav",Por falar em carinho te adoro a gente lembra de calendário os moradores do Pedro Gondim estão ansiosos as obras da Praça Castelo Branco estavam abandonadas caminhão em Passos bem rápidos a reforma infelizmente não ficou pronta na data marcada mas mesmo assim eles estão animado com que estão vendo e o calendário foi conferir dá uma olhada em maio quando o calendário JPB chegou aqui na praça Castelo Branco que fica no bairro Pedro Gondim as obras de reforma estavam abandonadas pelo menos oito meses uma situação que incomodava e muito os moradores seu marido com seu lembra como é que era a situação aqui é muito precária não tinha nada abandonaram tudo aqui isso aqui tá preso em iluminação iluminação que tinha muita que era vândalos aqui dentro não sei que era um negócio cheio d'água né hoje não hoje ele tá vendo que tá sendo transformada né França hoje tá sendo completamente transformado em uma quadra já pronta quase pronta Falta só polimento para aparecer o seu quadro esportivo que a praça daqui do nosso na são muito boas e Clareou esse aqui que é uma coisa absurda Só você vendo a paz gosto da gente chegar aqui à noite parece que tá de dia melhor do que de dia o preço já está concluído Já tem lugar para caminhar né Tá faltando só a semana agora vim para devolver o trabalho dela de capinagem plantar uma árvore mais né deixar isso aqui em ordem a minha alegria e alegria do seu Mailson e de todos os outros moradores daqui só não é maior porque dia 2 de setembro seria a data para a gente ir na augurar para Praça já está pronta não foi dessa vez mas a gente tá vendo que o pessoal ainda tá trabalhando aqui que eles estão concluindo o serviço que a obra está numa fase de acabamento todo dia eu tô de olho qual quer coisinha eu fico observando você tá indo tudo em ordem qualquer coisa eu fico com você mas já tô avisando tura não sai bem feito e se eu ver eu reclamo da Praça é Nossa a gente também tem que fazer a nossa parte né à noite tem alguns pais que já tá trazendo as crianças de bicicleta elas vem aqui para o parquinho mesmo ainda não pronto mas já vem criança tem sempre gente aqui à noite você já está iluminado né iluminação foi fundamental para poder ter esse movimento que isso aqui foi concluído não tem mais perigo de alguém que não o piso está OK estou colocando os balanços qualquer maneira vai melhorando mas já ela já dá até para criança vir hoje aqui se balançar o secretário Ronaldo guerra esteve aqui conversando com os moradores ele não pode estar aqui conosco durante a reportagem porque ele tinha um outro compromisso mas veio aqui dá satisfação para vocês não é ele disse que não foi concluído por causa da construtora e também teve uma chuva aqui que pediu Assim muitos dias a palha atrapalhou e ele prometeu que no dia 17 entrega assim está concluindo esse serviço entra em campo a sedurb que vai fazer a parte de jardinagem aqui da praça fazer
Calendário JPB retorna aos Bancários-2607510.wav,o calendário JPB hoje é especial nós Antecipamos a data que estava marcada pedido dos moradores lado dos Bancários problema lá é um terreno público que estava sendo usado como depósito de lixo e tem notícia boa então vamos ver o calendário JPB está de volta o bairro dos Bancários antes da data prevista é isso porque a boa notícia chegou mais cedo olha só aquele terreno onde até pouco tempo a gente vivia muito lixo entulho e Metralha agora tá a senhora a gente vai ver agora da comunidade o que que eles ainda estão precisando por aqui a princípio já sei não dá para andar muito por aqui que o sapato afunda em Bom dia vocês não podem caminhar pelo terreno mas já melhorou bastante né Patrícia melhorou bastante como é que foi essa mudança aqui você vir um pessoal trabalhando Primeiro eles tiraram aquela pedras né tavam ali o lixo dessa parte que demorou mais foi tirar Metralha que tava acumulado Alive que era muita Metralha essa semana eu fizer a limpeza aqui da das Botas de um terreno e conseguiram vencer antes do prazo né não tá satisfeito com nosso serviço ficou muito bom serviço queremos agradecer a você né a TV Globo ao pessoal Danilo da secretaria responsáveis e vamos lutar para manter esse aqui Limpo Pois é esse é o desafio a partir de agora a manutenção desse terreno a gente tá aqui conversando um castigo Danilo que cumpriu antes da data prevista é obrigada pela pela companhia pela parceria de vocês aqui como é que foi o trabalho trabalho intenso com o objetivo de cumprir a cidadania e entregar justamente o espaço em prol da Cidadania foram tirados daqui mais de 80 carrada de entulho e a partir de agora os moradores pode ficar tranquilo que nós vamos colocar é um fiscal Tá certo de ponto Mas queremos é Mas queremos também ajuda dar a vocês tá certo a gente sabe que é difícil porque trabalho pessoal e tem é tempo e horário específico por isso que a gente quer aliança da sociedade e a gente para está colocando os instrumentos que é o 0800-083-2465 e o olha isso limpinho que é aquele aplicativo no Smartphone adorei tá maravilhoso Tá bom até demais porque passou muito tempo já era 30 e ter feito isso muito antes do calendário antes né a gente tem que botar um Marco nesse dia de hoje que a gente vai fazer uma estreia o nosso carinho ainda não é resolvido porque não tá tudo pronto ainda não resolvido você não desiste não até porque uma parte já foi concorda né isso então vamos comemorar com carimbo em andamento Tá certo carimbo em andamento aí eu quero saber de vocês comunidade O que é que tá faltando aqui para ficar 100% essencial aqui se não fizer tubulação aqui lá em baixo na hora que essa noite não choveu o menino tá aqui sou eu a Emily tá aqui lá embaixo não passa ônibus aí você dá um jeito de entrar na água então que só
Falta rede de esgoto em ruas de Campina Grande-3267763.wav,três anos desde que uma enchente destruiu parte das casas da Rua Manoel Leonardo Gomes no bairro Jardim Paulistano três anos e até hoje nada mudou o calendário está nessa cobrança desde 2011 e como compromisso marcado estamos de volta à comunidade a sobrinha de Flávia tinha apenas seis meses quando por pouco não foi levada pela enxurrada Hoje quase três anos depois os moradores ainda convivem com medo de uma nova enchente como aconteceu em 2011 quando 11 famílias perderam tudo nas portas das casas barreiras e batentes para impedir a inundação quando vem uma chuva a gente vai ficar se tremendo pelo uma tragédia e eu quase perto de minha neta entendeu com água em toda extensão da casa há mais de metro e minha nora pedindo socorro e eu sem saber como fazer segurando o botão foi muito triste o problema é que a tubulação da rede de drenagem de águas pluviais é pequena e quando chove forte a água transborda para dentro das casas situação que piorou depois da construção desse prédio que obstrui a passagem da água ainda chega aqui no limite aqui essa parte aqui essa menor ainda chega no limite aqui fica todo mundo que sabe que que faça né porque Luizinho tu entrou na casa do vizinho tudo bem preocupados com uma nova tragédia as famílias vem cobrando junto ao calendário JPB uma solução para o problema mas a obra de drenagem custa quase 4 milhões de reais e a prefeitura não tem recursos afirma o secretário de obras um paliativo seria a demolição do prédio que teria sido construído irregularmente na ação Ainda corre na justiça e por isso o problema não foi resolvido ficar melhor para Procuradoria procurador marismar e já já já encaminhou o pedido da Justiça petição na justiça ele inclusive ligamos Agora se ele não ligar para ele agora ele tá vai tentar agilizar esse processo e esse primeiro. Outro ponto que a gente fez a seguinte a gente botou aquela aquela área comadre de alerta máxima para Defesa Civil então qualquer eminência previsão de chuva que a gente avisado diariamente todos os boletins da ESA e eles também até chegou a ligar para gente quando a gente tem que esperar um pouco a Defesa Civil estado de prontidão e aquela área é uma área crítica como será de clínica para gente e os moradores querem uma outra alternativa para o problema a forma paliativa de tá tentando resolver esse problema é desenhando as águas para o centro de madeira que é um local que dá para ampliar ainda mais o canal que dá para organizar melhor a distribuição das águas porque se continuar da forma que está vai acontecer mais uma vez a tragédia qualquer desvio empate no intervenção grande se você tiver que subir com a água vai ter estação de elevatória que aí eu puxo ficaria muito difícil as famílias mostram os carnês do IPTU e cobram apenas
Confira o Calendário JPB dessa quarta-feira-4488405.wav,calendário na comunidade do taipa os moradores esperam há cinco anos pelo poder público para resolver um problema que ninguém merece ter na porta de casa Imaginei a obra de esgoto existe Aparentemente está pronta mas não foi ligada E aí sobra água suja mau cheiro dor de cabeça para os moradores o calendário foi conferir a situação por muito tempo prazer de Seu Manoel foi ficar assim na porta de casa curtindo uma brisa mas nos últimos tempos ele não tá conseguindo fazer isso mais não e o problema tá bem aqui Água de esgoto na porta de casa e isso é mau cheiro 24 horas por dia eu tô vendo que a rua do senhor é toda calçadinha bonitinha eu tô vendo que tem caixa de esgoto ali De onde é que vem essa água vem de cima da casa pessoal tô nem aí entendeu a gente vai dormir de noite para casa daí o soneto pessoa que na casa dos moradores aqui você fica passando a vassoura para ver se leva a sujeira o seu respirar melhor Eu também eu tô vendo que você tem um comércio aqui como é que você consegue trabalhar com esse a gente vai-se embora que não aguenta até cliente mas quanto tempo mais ou menos que tá essa situação Agora imagina você aí de casa 5 anos convivendo com essa água de esgoto na porta de casa eu imagino que para uma dona de casa que tá ali cozinhando fazendo almoço embrulha o estômago não é verdade Com certeza é para dormir é pior né Aquele mau cheiro que o quarto da gente fica próximo a esse mau cheiro a minha caixa de esgoto Eu acreditei o cimento porque eu mandei dizer duas vezes paguei o menino para desentupir Por que é horrível Era por aí estourava que não pode então quando um dia liberar se Deus quiser né e eu creio que sim aí eu mando liberar Deixa eu entender melhor a situação a Cagepa chegou aqui fez a instalação do esgoto mas não tá funcionando liberado não está de jeito nenhum aí alguém tá usando sem poder usar aí alguma caixa história é isso Aquele mau cheiro horrível Deixa essa caixa aí fica nessa situação aí alguém deve ter dado descarga alguém deu descarga em casa aí vem tudo assim para o meio da rua essa água de esgoto que fica escoando aqui pela rua dia e noite vai sabe para onde para as galerias de água da chuva e aí o que que acontece se o esgoto vai direto para o rio sem tratamento e é a água que a gente vai beber depois é horrível né com certeza né era para liberar esses gotas para nós tudinho fazer a ligação e porquê liberando liberando o esgoto pronto tá a gente tá livre disso ali Existem algumas casas da prefeitura ali bem pertinho né ali já tá funcionando ou não sim ou não nas casa ali nova ficar da prefeitura está funcionando o esgoto só aqui que não tá o carro da Cagepa vem aqui ele
Calendário JPB vai a Bayeux-2980062.wav,falar de calendário agora mais 10 anos os moradores do bairro da Imaculada em Bahia sofrem com alguns problemas eles pediram ajuda as autoridades e nada até agora então a dona Cristiane resolveu chamar o calendário JPB para tentar resolver o mais simples dos problemas e nós vamos até lá os problemas de infraestrutura do bairro Imaculada Conceição aqui em Bahia São evidentes eu estou no cruzamento das ruas Cleonice Florêncio Honorato e João Ferreira da Silva e olha só a situação muito mato lixo e esgoto eu posso dizer sem medo que aqui tem um lago de esgoto é muita água parada muito mau cheiro muito mosquito muito tudo que não presta mas por incrível que pareça Gente esse não foi o motivo que trouxe o calendário JPB aqui Cristiane que problema é esse que incomoda vocês mais do que esse esgoto é a falta de correspondência né que nós não temos nós temos que nos deslocar da nossa residência para pegarmos a nossa correspondência muitos pagam taxas no correio para ter que pegar lá então você mora aqui há quanto tempo há 11 anos e 11 anos sem receber corresponde sem nada Estamos precisando das placas que entra gestão Sage gestão E é só o que está faltando as placas para que a gente receba nossas correspondências Por que a rua tem nome tem nome é clenir Cleonice Florêncio Honorato Tem uma rua tem nome o que falta é a placa de identificação para que esses moradores possam receber essas correspondências tá aqui a caixinha de correio que o Francisco quando construiu a casa dele colocou aqui mas é só enfeite de enfeite né infelizmente né eu pago uma caixa postal no correio para chegar minhas correspondências é porque até então ficava um pouco extraviado né Cristiane você tem um documento aí na sua mão aficio que foi feito comprovando que tem nome as reivindicações da rua ele se prontificaram a vim colocar as placas e olhar alguns benefícios para um detalhe né aqui a data gente é de janeiro de 2013 esse pedido foi feito no início desse ano 2014 já tá chegando e nada de nada de placa Nós somos totalmente esquecidos aqui esse Ofício agora com data de janeiro de 2013 a gente vai transferir para o calendário JPB e eu comecei mostrando a situação aqui da rua caótica mesmo problemática para que vocês autoridades e vocês de casa tenham a noção do quanto esse pedido é importante para esses moradores e que eles também precisam dê uma resposta com relação a isso porque o esgoto do jeito que tá aqui mato lixo não tem condições de se viver gente olha só boi no meio da rua lá na frente tem porco e tem muito mais lixo
"Calendário JPB retorna ao bairro do Velame, em Campina Grande-2597939.wav",começo de maio a gente esteve pela primeira vez no bairro do velame aqui em Campina Grande para mostrar a rotina dos moradores que convivem com o esgoto passando pela rua gente duas semanas depois nós voltamos e o problema nos bueiros entupidos estavam do mesmo jeito hoje na terceira visita do calendário vamos ver se a Cagepa cumpriu o prometido aparentemente pelas imagens a gente pensa que o problema foi resolvido até porque o local onde o carro estourava está seco mas dona Marilene o fato é que a Cagepa não resolveu esse problema que que aconteceu como eles falaram né eles vieram desentupir o segundo eu pensando que ele ia voltar na segunda para tirar a tubulação que era menor para colocar a maior conforme o Dr Ricardo falou mas não foi feito prova saiu o esgoto na calçada estourado correto Com certeza nenhuma troca de tubulação vocês ficaram observando não aos nossos olhos não só teve mesmo o desentupimentos normalmente como eles fazem somente Então a gente vai ter que marcar aqui o calendário não resolvido né infelizmente Dona Marilena foi prometido para o dia 22 os moradores já tô até cansado de esperar por essa solução mas eu quero dizer a vocês que nós do calendário a gente não vai se cansar de continuar cobrando Então vamos marcar uma nova data aqui com vocês a senhora acredita que Quanto tempo mais os moradores podem esperar por esse problema pelo menos no mínimo uns oito dias né marcar uma semana tá certo no caso hoje sexta-feira 24 vamos marcar dia 31 de Maio semana que vem a gente vai voltar nós esperamos calendário assim data marcada a gente volta para ver se o problema esse fato já está resolvido vou explicar o que aconteceu de acordo com o assessor da Cagepa Ricardo Avelino Avelino as equipes foram no local desentupiram os bueiros Mas o problema voltou ele disse que vai resolver por completo Até a próxima semana até quarta-feira Valéria marcou no dia 31 para comunidade Então a gente vai no dia 31 final da semana que vem pra saber se foi ou não resolvido
Calendário JPB no 13 de Maio-2360788.wav,vamos rever aquela matéria do calendário JPB lá no Treze de Maio que os moradores que querem a recuperação de uma praça a Praça José Honório Rodrigues no Treze de Maio existe há mais de 20 anos mas nunca recebeu uma reforma e o resultado é esse que vocês estão vendo piso quebrado os bancos também quebrados inclusive com ferro exposto risco para as crianças além de não ter condições de ninguém sentar por aqui pelo amor de Deus eu sou uma furada não é adulto né mas não é do jeito que é perigoso cuidado com ferro e arranha arranha aqui na ponte brincando e se a Raiane machucando em 2009 os moradores procuraram a prefeitura e deram entrada em um processo pedindo a revitalização do local mas não foram atendidos e na sua mão estão os documentos documentações tem processo do processo aberto e eu observei na prefeitura E já existe um projeto pronto o que tá faltando justamente fazer para piorar a situação nem as árvores da praça estavam sendo cuidadas tanto abandono fez os moradores procurar em um calendário JPB Só serve para limpar para isso é uma vergonha para prefeitura de João Pessoa pois o calendário JPB agora entrou nesse jogo aqui e a gente entrou para ganhar vamos em busca das autoridades logo as árvores foram podadas falta agora a revitalização da praça o secretário-adjunto de planejamento no viu nosso pedido Ele informou o seguinte que a secretaria de planejamento está de braços abertos para receber o pedido de vocês para dar entrada em um novo processo E aí a diretora de planejamento Urbano disse que receberia vocês qualquer dia da semana lá essa diretoria para começar com essa Doutora Suzana Accioly para tentar resolver a questão reabrir o processo e a coisa andar pelo curso normal não vamos marcar uma data marcada dia 21 dia 21 segunda-feira a comunidade vai a prefeitura para falar com a diretora de planejamento Urbano E aí da entrada um novo processo é esse como combinado começamos a semana aqui no centro administrativo Municipal junto com os moradores do bairro Treze de Maio para dar início a um novo processo pedindo a revitalização da Praça José Honório Rodrigues eles vão agora na diretoria de planejamento Urbano falar com arquiteta e nós vamos acompanhar o caso do pessoal do Treze de Maio agora é da sedurb
